repo_name,time_period,prs_opened,commits,commit_additions,commit_deletions,commit_changes_total,commit_files_changed_count,pr_commits,pr_commit_additions,pr_commit_deletions,pr_commit_changes_total,pr_commit_files_changed_count,push_commits,push_commit_additions,push_commit_deletions,push_commit_changes_total,push_commit_files_changed_count,commits_lt100,commit_additions_lt100,commit_deletions_lt100,commit_changes_total_lt100,commit_files_changed_count_lt100,push_commits_lt100,push_commit_additions_lt100,push_commit_deletions_lt100,push_commit_changes_total_lt100,push_commit_files_changed_count_lt100,pr_commits_lt100,pr_commit_additions_lt100,pr_commit_deletions_lt100,pr_commit_changes_total_lt100,pr_commit_files_changed_count_lt100,comments,issue_comments,pr_comments,own_issue_comments,helping_issue_comments,own_pr_comments,helping_pr_comments,linked_pr_issue_comments,issues_opened,issues_opened_with_linked_pr,pr_reviews,pr_review_comments,prs_merged,issues_closed,first_period,final_period,closed_issue,closed_in_30_days,closed_in_60_days,closed_in_90_days,closed_in_180_days,closed_in_360_days,prs_closed_unmerged,p_prs_closed_unmerged,p_prs_merged,p_review_state_commented,p_review_state_approved,p_review_state_changes_requested,p_prs_merged_30d,p_prs_merged_60d,p_prs_merged_90d,p_prs_merged_180d,p_prs_merged_360d,prs_closed,p_prs_closed,mean_pr_reviews,time_index,departed_actor_id,last_pre_period,treatment_period,abandoned_date,treated_project,treatment,treatment_group,total_important,total_nodes,mean_cluster_overlap,avg_clusters_per_node,pct_nodes_one_cluster,HHI_normalized_degree,HHI_individual_coverage,HHI_individual_coverage_cluster,normalized_degree,imp_to_other_avg_edge_weight,important,imp_to_other_perc_10,imp_to_other_perc_25,imp_to_other_perc_50,imp_to_other_perc_75,imp_to_other_perc_90,imp_to_imp_avg_edge_weight,imp_to_imp_perc_10,imp_to_imp_perc_25,imp_to_imp_perc_50,imp_to_imp_perc_75,imp_to_imp_perc_90,individual_node_coverage,individual_coverage_cluster,overall_overlap,weighted_overall_overlap,prop_important,total_downloads,total_downloads_one_project,total_downloads_rel,total_downloads_one_project_rel,overall_new_release_count,major_new_release_count,minor_new_release_count,patch_new_release_count,other_new_release_count,major_minor_release_count,major_minor_patch_release_count,overall_score,overall_increase,overall_decrease,overall_stable,vulnerabilities_score
Azure/azure-kusto-python,2018-01-01,6,22,1029,308,1337,59,7,144,37,181,17,15,885,271,1156,42,22,1029,308,1337,59,15,885,271,1156,42,7,144,37,181,17,2,0,2,0,0,0,2,1,0,1,0,17,15,0,2018-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,7,32904797,2019-01-01,2019-07-01,,1,0,10,1,8,0,1,100,,,,0.857142857142857,1.5,FALSE,1,1,1,1.75,2.5,0,0,0,0,0,0,,,,,0.125,,,0,,,,,,,,,6.36,0,0,1,9
Azure/azure-kusto-python,2018-07-01,13,65,8416,5711,14127,342,20,1664,1150,2814,88,45,6752,4561,11313,254,65,8416,5711,14127,342,45,6752,4561,11313,254,20,1664,1150,2814,88,29,27,2,7,20,0,2,0,23,0,0,148,44,10,2018-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,8,32904797,2019-01-01,2019-07-01,,1,0,10,2,19,31.5789473684211,1.16666666666667,83.3333333333333,0.510204081632653,0.510204081632653,0.510204081632653,0.666666666666667,3.27272727272727,TRUE,1,1,2,5.5,7,6,6,6,6,6,6,63.1578947368421,66.6666666666667,27.2727272727273,41.6666666666667,0.105263157894737,2.8352536539345e-05,1.76508857580595e-05,2.83503552780193e-06,1.70656608337662e-06,28,0,0,28,0,0,28,6.7,0,0,1,10
Azure/azure-kusto-python,2019-01-01,8,54,2603,1102,3705,164,17,1103,389,1492,56,37,1500,713,2213,108,54,2603,1102,3705,164,37,1500,713,2213,108,17,1103,389,1492,56,54,41,13,13,28,5,8,8,32,7,0,51,26,17,2018-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,9,32904797,2019-01-01,2019-07-01,,1,0,10,2,21,23.5294117647059,1.11764705882353,88.2352941176471,0.501385041551247,0.501385041551247,0.501385041551246,0.45,2.75,TRUE,1,1,2.5,3,4.5,4,4,4,4,4,4,42.8571428571429,52.9411764705882,25,22.7272727272727,0.0952380952380952,5.76279343636176e-05,3.7699385854107e-05,1.19244183183532e-05,7.55467487506473e-06,24,0,0,24,0,0,24,6.7,0,0,1,10
Azure/azure-kusto-python,2019-07-01,18,53,2032,767,2799,126,27,1477,550,2027,57,26,555,217,772,69,53,2032,767,2799,126,26,555,217,772,69,27,1477,550,2027,57,91,77,14,23,54,6,8,3,43,2,0,30,22,21,2018-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,10,32904797,2019-01-01,2019-07-01,,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000243997144649658,0.000140178717639325,6.99353853421887e-05,3.89448244617768e-05,16,0,0,16,0,0,16,6.7,0,0,1,10
Azure/azure-kusto-python,2020-01-01,25,90,8297,7683,15980,500,43,4186,3885,8071,261,47,4111,3798,7909,239,90,8297,7683,15980,500,47,4111,3798,7909,239,43,4186,3885,8071,261,62,44,18,14,30,8,10,14,32,7,0,109,29,10,2018-01-01T00:00:00Z,2023-07-01,1,0.266666666666667,0.4,0.6,0.733333333333333,0.866666666666667,11,0.289473684210526,0.763157894736842,0,0,0,0.763157894736842,0.763157894736842,0.763157894736842,0.763157894736842,0.763157894736842,38,1,,11,32904797,2019-01-01,2019-07-01,,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000349242008527794,0.000204247667551424,0.000128490426157339,7.26818510000581e-05,12,0,2,10,0,2,12,6.15,0,0,1,10
Azure/azure-kusto-python,2020-07-01,15,43,2386,1439,3825,111,21,803,780,1583,56,22,1583,659,2242,55,43,2386,1439,3825,111,22,1583,659,2242,55,21,803,780,1583,56,46,34,12,9,25,5,7,12,29,10,141,174,22,20,2018-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,12,32904797,2019-01-01,2019-07-01,,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000360929924453512,0.000223201363616019,0.000181658277426556,0.000109497894292786,8,2,0,6,0,2,8,5.6,0,0,1,10
Azure/azure-kusto-python,2021-01-01,15.5,48,4379,2093,6472,143,21,2515,1250,3765,55,27,1864,843,2707,88,48,4379,2093,6472,143,27,1864,843,2707,88,21,2515,1250,3765,55,49,42,7,11,31,3,4,4,28,3,153,129,24,14,2018-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,13,32904797,2019-01-01,2019-07-01,,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000368374303999058,0.000234626079770348,0.000250288145677026,0.000155379161308534,10,2,2,6,0,4,10,5.6,0,0,1,10
Azure/azure-kusto-python,2021-07-01,3.5,31,29758,2149,31907,220,4,18912,1144,20056,99,27,10846,1005,11851,121,31,29758,2149,31907,220,27,10846,1005,11851,121,4,18912,1144,20056,99,49,36,13,11,25,5,8,4,25,3,183,165,17,13,2018-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,14,32904797,2019-01-01,2019-07-01,,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00058705156896499,0.000350317871652835,0.000532139137260938,0.000308194174940792,10,0,4,6,0,4,10,5.6,0,0,1,10
Azure/azure-kusto-python,2022-01-01,15,56,6746,5154,11900,186,23,3917,2979,6896,81,33,2829,2175,5004,105,56,6746,5154,11900,186,33,2829,2175,5004,105,23,3917,2979,6896,81,84,33,51,12,21,4,47,8,24,5,113,79,28,16,2018-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,15,32904797,2019-01-01,2019-07-01,,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000466032977482032,0.000280905585474757,0.000500480286076134,0.000293505637678052,12,2,2,8,0,4,12,5.6,0,0,1,10
Azure/azure-kusto-python,2022-07-01,9,41,7825,6500,14325,111,14,401,135,536,30,27,7424,6365,13789,81,41,7825,6500,14325,111,27,7424,6365,13789,81,14,401,135,536,30,90,36,54,9,27,4,50,8,29,7,87,92,19,13,2018-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,16,32904797,2019-01-01,2019-07-01,,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000451943802233475,0.000268874279860718,0.00059787611010065,0.000345053847290718,6,2,0,4,0,2,6,5.42857142857143,0,0,1,9.14285714285714
Azure/azure-kusto-python,2023-01-01,10,50,3532,1682,5214,183,17,632,395,1027,44,33,2900,1287,4187,139,50,3532,1682,5214,183,33,2900,1287,4187,139,17,632,395,1027,44,81,40,41,9,31,1,40,1,28,1,64,45,20,13,2018-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,17,32904797,2019-01-01,2019-07-01,,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000374969938251224,0.00022689961643589,0.000547463103457745,0.000321839921632575,12,0,4,8,0,4,12,5.4,0,0,1,9
EpistasisLab/tpot,2016-01-01,0,1,43618,1019,44637,36,0,0,0,0,0,1,43618,1019,44637,36,1,43618,1019,44637,36,1,43618,1019,44637,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,3,21084970,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,5.5,0,0,1,10
EpistasisLab/tpot,2016-07-01,0,18,138093,13758,151851,332,0,0,0,0,0,18,138093,13758,151851,332,17,67646,9755,77401,176,17,67646,9755,77401,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016-01-01T00:00:00Z,2023-07-01,,,,,,,0,0,1,0,0,0,1,1,1,1,1,1,1,,4,21084970,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,12,0,2,10,0,2,12,5.5,0,0,1,10
EpistasisLab/tpot,2017-01-01,0,322,45140,47605,92745,1760,0,0,0,0,0,322,45140,47605,92745,1760,318,31219,32844,64063,1343,318,31219,32844,64063,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2016-01-01T00:00:00Z,2023-07-01,,,,,,,0,0,1,0,0,0,1,1,1,1,1,3,1,,5,21084970,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,11,0,2,9,0,2,11,4.33333333333333,0,1,0,5.83333333333333
EpistasisLab/tpot,2017-07-01,0,1,1,1,2,1,0,0,0,0,0,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016-01-01T00:00:00Z,2023-07-01,,,,,,,0,0,1,0,0,0,1,1,1,1,1,1,1,,6,21084970,2021-01-01,2021-07-01,,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,0,1,1,0,1,2,2.7,0,1,0,0
EpistasisLab/tpot,2018-01-01,11.5,21,7592,5532,13124,261,14,6396,4611,11007,212,7,1196,921,2117,49,21,7592,5532,13124,261,7,1196,921,2117,49,14,6396,4611,11007,212,234,211,23,69,142,3,20,65,126,36,0,1,11,30,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,7,21084970,2021-01-01,2021-07-01,,1,0,14,1,62,0,1,100,,,,0.754098360655738,3.30434782608696,FALSE,1,1,1.5,3,6,0,0,0,0,0,0,,,,,0.0161290322580645,,,0,,2,0,0,2,0,0,2,2.7,0,0,1,0
EpistasisLab/tpot,2018-07-01,12,23,2732,1386,4118,118,17,2730,1373,4103,112,6,2,13,15,6,23,2732,1386,4118,118,6,2,13,15,6,17,2730,1373,4103,112,386,312,74,89,223,7,67,151,184,68,0,11,16,66,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,8,21084970,2021-01-01,2021-07-01,,1,0,14,2,81,27.8481012658228,1.15714285714286,84.2857142857143,0.582990397805213,0.582990397805213,0.582990397805213,0.7125,4.05357142857143,TRUE,1,1,2,3.25,9.5,10,10,10,10,10,10,70.3703703703704,81.4285714285714,19.6428571428571,55.5066079295154,0.0246913580246914,7.09496396955911e-06,7.35776424435757e-06,7.09441812878423e-07,7.11381348279842e-07,2,0,0,2,0,0,2,2.7,0,0,1,0
EpistasisLab/tpot,2019-01-01,8.5,28,705,689,1394,116,12,524,460,984,58,16,181,229,410,58,28,705,689,1394,116,16,181,229,410,58,12,524,460,984,58,244,225,19,70,155,2,17,73,133,44,0,0,13,31,2016-01-01T00:00:00Z,2023-07-01,0.577777777777778,0.444444444444444,0.533333333333333,0.533333333333333,0.555555555555556,0.577777777777778,1,0.0714285714285714,0.928571428571429,0,0,0,0.928571428571429,0.928571428571429,0.928571428571429,0.928571428571429,0.928571428571429,14,1,,9,21084970,2021-01-01,2021-07-01,,1,0,14,1,71,0,1,100,,,,0.742857142857143,3.48076923076923,FALSE,1,1,2,4,6.9,0,0,0,0,0,0,,,,,0.0140845070422535,8.32483820470731e-06,8.61954103416871e-06,1.72258218660376e-06,1.72729153566118e-06,3,0,1,2,0,1,3,2.7,0,0,1,0
EpistasisLab/tpot,2019-07-01,17.5,26,5734,9750,15484,144,24,5734,9750,15484,144,2,0,0,0,0,26,5734,9750,15484,144,2,0,0,0,0,24,5734,9750,15484,144,272,226,46,64,162,10,36,102,142,61,0,13,26,39,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,10,21084970,2021-01-01,2021-07-01,,1,0,14,1,82,0,1,100,,,,0.876543209876543,3.29577464788732,FALSE,1,1,2,3,6,0,0,0,0,0,0,,,,,0.0121951219512195,1.63406626227949e-05,1.69044060699969e-05,4.68362258465249e-06,4.69642709045539e-06,2,0,1,1,0,1,2,2.7,0,0,1,0
EpistasisLab/tpot,2020-01-01,27.5,57,32800,31078,63878,337,34,30202,26910,57112,221,23,2598,4168,6766,116,57,32800,31078,63878,337,23,2598,4168,6766,116,34,30202,26910,57112,221,317,239,78,75,164,19,59,107,151,66,0,33,32,40,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,11,21084970,2021-01-01,2021-07-01,,1,0,14,2,72,28.5714285714286,1.16176470588235,83.8235294117647,0.708380067296907,0.708380067296908,0.708380067296907,0.915492957746479,3.71875,TRUE,1,1,3,4,7.40000000000001,48,48,48,48,48,48,90.2777777777778,95.5882352941177,17.1875,32.3529411764706,0.0277777777777778,8.0963515951856e-06,8.39364257406735e-06,2.97874723367438e-06,2.98689079894882e-06,6,0,0,5,1,0,5,2.7,0,0,1,0
EpistasisLab/tpot,2020-07-01,9.5,40,27921,7073,34994,343,14,5216,2332,7548,112,26,22705,4741,27446,231,40,27921,7073,34994,343,26,22705,4741,27446,231,14,5216,2332,7548,112,271,206,65,76,130,31,34,111,108,45,12,12,13,23,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,12,21084970,2021-01-01,2021-07-01,,1,0,14,1,48,0,1,100,,,,0.851063829787234,5.325,FALSE,1,1.75,2.5,5.25,14.6,0,0,0,0,0,0,,,,,0.0208333333333333,9.15900408785897e-06,9.4223085731767e-06,4.6097837636002e-06,4.6223864022382e-06,4,0,0,1,3,0,1,3.03333333333333,0,0,1,0
EpistasisLab/tpot,2021-01-01,3.5,13,1325,854,2179,59,5,839,445,1284,26,8,486,409,895,33,13,1325,854,2179,59,8,486,409,895,33,5,839,445,1284,26,102,93,9,33,60,0,9,23,79,19,1,0,5,23,2016-01-01T00:00:00Z,2023-07-01,,,,,,,,,,,,,,,,,,,,,13,21084970,2021-01-01,2021-07-01,,1,0,14,2,39,23.0769230769231,1.12,88,0.5,0.5,0.5,0.368421052631579,2.46153846153846,TRUE,1,2,2,3,4.6,2,2,2,2,2,2,35.8974358974359,56,23.0769230769231,18.75,0.0512820512820513,5.50011686513108e-06,5.65837953298531e-06,3.73699803769189e-06,3.74721457674776e-06,1,0,0,1,0,0,1,3.9,0,0,1,0
